,tok_src,tok_trg,tok_pred,smi_src,smi_trg,smi_pred,Tc
50,CccccF)cc6CCC=O)NCC=O)OCC)C)C)))))CcccccCl)c6))))))C6C=O)NcccCl)ccc69,CCC)C)OC=O)CBr.CccccF)cc6CCC=O)NCcccccCl)c6))))))C6C=O)NcccCl)ccc69,CccccF)cc6C=CC=O)NCC=O)OCC)C)C)))))CcccccCl)c6))))))C6C=O)NcccCl)ccc69,Cc1ccc(F)cc1C3CC(=O)N(CC(=O)OC(C)(C)C)C(c2cccc(Cl)c2)C35C(=O)Nc4cc(Cl)ccc45,CC(C)(C)OC(=O)CBr.Cc1ccc(F)cc1C3CC(=O)NC(c2cccc(Cl)c2)C35C(=O)Nc4cc(Cl)ccc45,Cc1ccc(F)cc1C3=CC(=O)N(CC(=O)OC(C)(C)C)C(c2cccc(Cl)c2)C35C(=O)Nc4cc(Cl)ccc45,0.6204379562043796
51,COcccccc6OC)))CCC5=NO,COcccccc6OC)))CCC5=O.NO,COcccccc6OC)))CCC5=O.NO,COc1ccc2c(c1OC)CCC2=NO,COc1ccc2c(c1OC)CCC2=O.NO,COc1ccc2c(c1OC)CCC2=O.NO,1.0
52,BrccccOCcccccc6))))))))cn6,OCcccccc6.OccccBr)nc6,BrccccBr)cn6.OCcccccc6,Brc2ccc(OCc1ccccc1)cn2,OCc1ccccc1.Oc2ccc(Br)nc2,Brc1ccc(Br)cn1.OCc2ccccc2,0.7647058823529411
53,CScncCSC)=O)=O)))ccN[C@@H]C)COC[C@H]6C)))))))n6,CScncCSC)=O)=O)))ccOS=O)=O)CF)F)F))))n6.C[C@H]COC[C@@H]C)N6,CScncCSC)=O)=O)))ccCl)n6.C[C@H]COC[C@H]C)N6,CSc2nc(CS(C)(=O)=O)cc(N1[C@@H](C)COC[C@H]1C)n2,CSc1nc(CS(C)(=O)=O)cc(OS(=O)(=O)C(F)(F)F)n1.C[C@H]2COC[C@@H](C)N2,CSc1nc(CS(C)(=O)=O)cc(Cl)n1.C[C@H]2COC[C@H](C)N2,0.6463414634146342
54,O=[N+][O-])cccccc6CCNCCNcccccc6))))))CC6,O=[N+][O-])cccccc6CCBr.ccccNCCNCC6))))))cc6,O=CCcccccc6[N+]=O)[O-])))))))))NCCNcccccc6))))))CC6,O=[N+]([O-])c1ccccc1CCN3CCN(c2ccccc2)CC3,O=[N+]([O-])c1ccccc1CCBr.c3ccc(N2CCNCC2)cc3,O=C(Cc1ccccc1[N+](=O)[O-])N3CCN(c2ccccc2)CC3,0.6046511627906976
55,C[C@H]CC=O)CC[C@H]6NCCCCccccCl)cc6Cl))))))))C5=O,C[C@@H]CCCC[C@@H]6NCCCCccccCl)cc6Cl))))))))C5=O)))))))))OCCO5,C[C@H]CC=O)CC[C@H]6NCCCCccccCl)cc6Cl))))))))C5=O,C[C@H]1CC(=O)CC[C@H]1N3CCC(Cc2ccc(Cl)cc2Cl)C3=O,C[C@@H]1CC4(CC[C@@H]1N3CCC(Cc2ccc(Cl)cc2Cl)C3=O)OCCO4,C[C@H]1CC(=O)CC[C@H]1N3CCC(Cc2ccc(Cl)cc2Cl)C3=O,0.6235294117647059
56,CCC)C)OC=O)NCCCC)CN)=O))CC6,CCC)C)OC=O)NCCCC)C=O)O))CC6.Onnncccccc69,CCC)C)OC=O)NCCCC)C=O)O))CC6.CCNCC))CC,CC(C)(C)OC(=O)N1CCC(C)(C(N)=O)CC1,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.On3nnc2ccccc23,CC(C)(C)OC(=O)N1CCC(C)(C(=O)O)CC1.CCN(CC)CC,0.4835164835164835
57,O=CNcncccCO))ccc6n9C[C@H]CCCN5))))))))))))))))ccccCF)F))s5,CCC)C)OC=O)NCCC[C@@H]5CncNC=O)ccccCF)F))s5)))))))ncccCO))ccc69,CCC)C)OC=O)NCCC[C@@H]5CncNC=O)ccccCF)F))s5)))))))ncccCO))ccc69,O=C(Nc2nc1cc(CO)ccc1n2C[C@H]3CCCN3)c4ccc(C(F)F)s4,CC(C)(C)OC(=O)N1CCC[C@@H]1Cn4c(NC(=O)c2ccc(C(F)F)s2)nc3cc(CO)ccc34,CC(C)(C)OC(=O)N1CCC[C@@H]1Cn4c(NC(=O)c2ccc(C(F)F)s2)nc3cc(CO)ccc34,1.0
58,C=CCCNC=O)OCC)C)C))))CC6C,CCCNC=O)OCC)C)C))))CCC6=O.[Li]CCCC,CCC)C)OC=O)NCCC=O)CC6.C[Si]C)C)[N-][Si]C)C)C,C=C1CCN(C(=O)OC(C)(C)C)CC1C,CC1CN(C(=O)OC(C)(C)C)CCC1=O.[Li]CCCC,CC(C)(C)OC(=O)N1CCC(=O)CC1.C[Si](C)(C)[N-][Si](C)(C)C,0.375
59,CCO)CC)C)[C@@H]CCOCC)C)O6,CCC)OCC[C@@H]CC)C)C=O)))O6.C[Mg+],CCC)OCCCC=O))CC)C)O6.C[Mg+],CC(O)C(C)(C)[C@@H]1CCOC(C)(C)O1,CC1(C)OCC[C@@H](C(C)(C)C=O)O1.C[Mg+],CC(C)O1CCC(C=O)C(C)(C)O1.C[Mg+],0.0
60,CCOC=O)C=CCC)=CCO,CCOC=O)C=CCC)=CCOCC)=O,CCOC=O)C=CCC)=CC=O,CCOC(=O)C=CC(C)=CCO,CCOC(=O)C=CC(C)=CCOC(C)=O,CCOC(=O)C=CC(C)=CC=O,0.5319148936170213
61,CCC)C)OC=O)NCCNCccnCCCO[Si]C)C)CC)C)C)))))CCC4)))))c=O)ccccBr)cc%106)))))))))))CC6,CCC)C)OC=O)NCCNCcc[nH]c=O)ccccBr)cc%106)))))))))))CC6.CCC)C)[Si]C)C)OCCCOSC)=O)=O))))CCC4,CCC)C)OC=O)NCCNCC6.CCC)C)[Si]C)C)OCCCnccCBr))cccBr)ccc6c%10=O)))))))))))CCC4,CC(C)(C)OC(=O)N4CCN(Cc2cn(CC1(CO[Si](C)(C)C(C)(C)C)CCC1)c(=O)c3ccc(Br)cc23)CC4,CC(C)(C)OC(=O)N3CCN(Cc1c[nH]c(=O)c2ccc(Br)cc12)CC3.CC(C)(C)[Si](C)(C)OCC4(COS(C)(=O)=O)CCC4,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)[Si](C)(C)OCCC4(n3cc(CBr)c2cc(Br)ccc2c3=O)CCC4,0.5540540540540541
62,Cnncnc5COcnnc-cccccc6F)))))))nncc6c9-cccccCF)F)F))c6,Cnncnc5COcnnc-cccccc6F)))))))nncc6c9Br.OBO)cccccCF)F)F))c6,Cnncnc5CO.Ocnnc-cccccc6F)))))))nncc6c9-cccccCF)F)F))c6,Cn1ncnc1COc4nn3c(-c2ccccc2F)nncc3c4-c5cccc(C(F)(F)F)c5,Cn1ncnc1COc4nn3c(-c2ccccc2F)nncc3c4Br.OB(O)c5cccc(C(F)(F)F)c5,Cn1ncnc1CO.Oc4nn3c(-c2ccccc2F)nncc3c4-c5cccc(C(F)(F)F)c5,0.6859504132231405
63,CCCNC=O)cncccccc6n9CCCCOC))))))))))))))))[C@H]C[C@@H]C=O)NCCOCC6)))))))CNC=O)OCC)C)C))))C6,CCCNC=O)cncccccc6[nH]9))))))))))[C@H]C[C@@H]C=O)NCCOCC6)))))))CNC=O)OCC)C)C))))C6.COCCCCOSC)=O)=O,CCCNC=O)cncccccc6n9CCCCOC))))))))))))))))[C@H]C[C@@H]C=O)O))CNC=O)OCC)C)C))))C6.COCCCCNC6,CCCN(C(=O)c2nc1ccccc1n2CCCCOC)[C@H]4C[C@@H](C(=O)N3CCOCC3)CN(C(=O)OC(C)(C)C)C4,CCCN(C(=O)c2nc1ccccc1[nH]2)[C@H]4C[C@@H](C(=O)N3CCOCC3)CN(C(=O)OC(C)(C)C)C4.COCCCCOS(C)(=O)=O,CCCN(C(=O)c2nc1ccccc1n2CCCCOC)[C@H]3C[C@@H](C(=O)O)CN(C(=O)OC(C)(C)C)C3.COC4CCCNC4,0.5838509316770186
64,CCOC=O)cccccc6-cccccCBr))c6,CCOC=O)ccccc-ccccCBr))cc6))))))c6,CCOC=O)cccccc6-cccccC)c6.O=CCCC=O)N5Br,CCOC(=O)c1ccccc1-c2cccc(CBr)c2,CCOC(=O)c2cccc(-c1ccc(CBr)cc1)c2,CCOC(=O)c1ccccc1-c2cccc(C)c2.O=C3CCC(=O)N3Br,0.3695652173913043
65,CNN)cccccc6[N+]=O)[O-]))))c=O)cC=O)O))cn6-cccN)cF)cc6F,CNN.Nccc-nccC=O)O))c=O)ccc[N+]=O)[O-]))cF)cc6%10))))))))))cF)cc6F,CNN.Ncccccc6[N+]=O)[O-]))))c=O)cC=O)O))cn6-cccF)cF)cc6F,CN(N)c1cc2c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)cn2-c3cc(N)c(F)cc3F,CNN.Nc3cc(-n2cc(C(=O)O)c(=O)c1cc([N+](=O)[O-])c(F)cc12)c(F)cc3F,CNN.Nc1cc2c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)cn2-c3cc(F)c(F)cc3F,0.8571428571428571
66,CCC)COccccBr)cc69,CCC)CCl))cccBr)ccc6O,CCC)CO))cccBr)ccc6F,CC2(C)COc1ccc(Br)cc12,CC(C)(CCl)c1cc(Br)ccc1O,CC(C)(CO)c1cc(Br)ccc1F,0.5454545454545454
67,Cnnccc5-ccccC=O)N[C@H]CN))Ccccccc6CF)F)F))))))))))))cc6F,Cnnccc5-ccccC=O)N[C@@H]Ccccccc6CF)F)F)))))))))CNC=O)cccccc6C9=O))))))))))))))cc6F,Cnnccc5-ccccC=O)N[C@H]CNC=O)OCC)C)C))))))Ccccccc6CF)F)F))))))))))))cc6F,Cn1nccc1-c3ccc(C(=O)N[C@H](CN)Cc2ccccc2C(F)(F)F)cc3F,Cn1nccc1-c5ccc(C(=O)N[C@@H](Cc2ccccc2C(F)(F)F)CN4C(=O)c3ccccc3C4=O)cc5F,Cn1nccc1-c3ccc(C(=O)N[C@H](CNC(=O)OC(C)(C)C)Cc2ccccc2C(F)(F)F)cc3F,0.5895522388059702
68,Cncncc5CN)cccoc5)))))cccccc6)c-cccccCl)c6))))))cc=O)n6C,Cncncc5CCl)cccoc5)))))cccccc6)c-cccccCl)c6))))))cc=O)n6C.N,Cncncc5CNC=O)cccccc6C9=O))))))))))cccoc5)))))cccccc6)c-cccccCl)c6))))))cc=O)n6C,Cn1cncc1C(N)(c2ccoc2)c3ccc5c(c3)c(-c4cccc(Cl)c4)cc(=O)n5C,Cn1cncc1C(Cl)(c2ccoc2)c3ccc5c(c3)c(-c4cccc(Cl)c4)cc(=O)n5C.N,Cn1cncc1C(N3C(=O)c2ccccc2C3=O)(c4ccoc4)c5ccc7c(c5)c(-c6cccc(Cl)c6)cc(=O)n7C,0.6692913385826772
69,N=CN)NccccCCS))C=O)O)))cc6,CCOC=O)CCS))ccccNC=N)N)))cc6,N=CN)NccccCCSCC)=O))))C=O)O)))cc6,N=C(N)Nc1ccc(C(CS)C(=O)O)cc1,CCOC(=O)C(CS)c1ccc(NC(=N)N)cc1,N=C(N)Nc1ccc(C(CSC(C)=O)C(=O)O)cc1,0.5384615384615384
70,COccccF)cc6-ccccS=O)=O)Nccccc-cnnn[nH]5)))))c6))))))))s5,COccccF)cc6BO)O.O=S=O)Nccccc-cnnn[nH]5)))))c6)))))))ccccBr)s5,COccccF)cc6-ccccS=O)=O)Cl))s5.Nccccc-cnnn[nH]5)))))c6,COc1ccc(F)cc1-c4ccc(S(=O)(=O)Nc3cccc(-c2nnn[nH]2)c3)s4,COc1ccc(F)cc1B(O)O.O=S(=O)(Nc3cccc(-c2nnn[nH]2)c3)c4ccc(Br)s4,COc1ccc(F)cc1-c2ccc(S(=O)(=O)Cl)s2.Nc4cccc(-c3nnn[nH]3)c4,0.5855855855855856
71,N#CccccNC=O)cncccccc6o9)))))))))))cC=O)O))c6,N#CccccNC=O)cncccccc6o9)))))))))))cC=O)OCcccccc6)))))))))c6,COC=O)cccC#N))ccc6NC=O)cncccccc6o9,N#Cc3ccc(NC(=O)c2nc1ccccc1o2)c(C(=O)O)c3,N#Cc4ccc(NC(=O)c2nc1ccccc1o2)c(C(=O)OCc3ccccc3)c4,COC(=O)c1cc(C#N)ccc1NC(=O)c3nc2ccccc2o3,0.6847826086956522
72,COccccC=CccccF)cc6F)))))))ccccOCCCNCCNSC)=O)=O))CC6))))))))))cc6C9=O))))))))))cn6,COccccBO)O))cn6.CS=O)=O)NCCNCCCOcccccc6)C=O)CBr)=C5ccccF)cc6F)))))))))))))))))))CC6,COccccBO)O))cn6.CS=O)=O)NCCNCCCOcccccc6)C=O)CBr)=C5ccccF)cc6F))))))))))))))))))CC6,COc5ccc(C4=C(c1ccc(F)cc1F)c3ccc(OCCCN2CCN(S(C)(=O)=O)CC2)cc3C4=O)cn5,COc1ccc(B(O)O)cn1.CS(=O)(=O)N5CCN(CCCOc2ccc3c(c2)C(=O)C(Br)=C3c4ccc(F)cc4F)CC5,COc1ccc(B(O)O)cn1.CS(=O)(=O)NC5CNC(CCOc2ccc3c(c2)C(=O)C(Br)=C3c4ccc(F)cc4F)CC5,0.6944444444444444
73,CS=O)=O)Nccccc-cnncN)nc6-cccccc6))))))))))))c6,CCC)OBcccccNSC)=O)=O)))c6))))))OC5C)C.NcnncBr)c-cccccc6))))))n6,CS=O)=O)NcccccBO)O))c6.NcnncBr)c-cccccc6))))))n6,CS(=O)(=O)Nc3cccc(-c1nnc(N)nc1-c2ccccc2)c3,CC2(C)OB(c1cccc(NS(C)(=O)=O)c1)OC2(C)C.Nc4nnc(Br)c(-c3ccccc3)n4,CS(=O)(=O)Nc1cccc(B(O)O)c1.Nc3nnc(Br)c(-c2ccccc2)n3,0.6346153846153846
74,COccccNCCNCCCOcccccccccc%106))))))))))))))CC6))))))cc6,BrCCCOcccccccccc%106.COccccNCCNCC6))))))cc6,COccccNCCNCC6))))))cc6.ClCCCOcccccccccc%106,COc4ccc(N3CCN(CCCOc1cccc2ccccc12)CC3)cc4,BrCCCOc1cccc2ccccc12.COc4ccc(N3CCNCC3)cc4,COc2ccc(N1CCNCC1)cc2.ClCCCOc3cccc4ccccc34,0.8888888888888888
75,O=COC=O)CCCCCC5)C96,O=COC=O)CCC=CCC5)C96,O=CO)CCCCCC5)C96.O=C[O-])O,O=C2OC(=O)C3C1CCC(C1)C23,O=C2OC(=O)C3C1C=CC(C1)C23,err,0.0
76,ClccccCCnccnc5))))))OCccsccCl)cccc96))))))))))))cCl)c6,ClccccccCBr))csc95.OCCnccnc5))))))ccccCl)cc6Cl,ClCccsccCl)cccc96.OCCnccnc5))))))ccccCl)cc6Cl,Clc4ccc(C(Cn1ccnc1)OCc2csc3c(Cl)cccc23)c(Cl)c4,Clc1cccc2c(CBr)csc12.OC(Cn3ccnc3)c4ccc(Cl)cc4Cl,ClCc1csc2c(Cl)cccc12.OC(Cn3ccnc3)c4ccc(Cl)cc4Cl,0.8809523809523809
77,COC=O)COCC)C)C)))ccc[N+]=O)[O-]))ccc6-cccccc6)CCCO6,CCC)OBcccccc6)CCCO6)))))))))OC5C)C.COC=O)COCC)C)C)))ccc[N+]=O)[O-]))ccc6Cl,CCC)OBcccccc6)CCCO6)))))))))OC5C)C.COC=O)COCC)C)C)))ccc[N+]=O)[O-]))ccc6Br,COC(=O)C(OC(C)(C)C)c1cc([N+](=O)[O-])ccc1-c2ccc3c(c2)CCCO3,CC3(C)OB(c1ccc2c(c1)CCCO2)OC3(C)C.COC(=O)C(OC(C)(C)C)c4cc([N+](=O)[O-])ccc4Cl,CC3(C)OB(c1ccc2c(c1)CCCO2)OC3(C)C.COC(=O)C(OC(C)(C)C)c4cc([N+](=O)[O-])ccc4Br,0.8918918918918919
78,[N-]=[N+]=NCCCC=O)cccccc6,O=CCCCCl))))cccccc6.[N-]=[N+]=[N-],O=CCCCCl))))cccccc6.[N-]=[N+]=[N-],[N-]=[N+]=NCCCC(=O)c1ccccc1,O=C(CCCCl)c1ccccc1.[N-]=[N+]=[N-],O=C(CCCCl)c1ccccc1.[N-]=[N+]=[N-],1.0
79,O=cccc-ccnnCCO)))c5)))))nn6Cccccc-cnccOCCNCCOCC6)))))))))cn6))))))c6,CC=O)OCCncc-cccc=O)nCccccc-cnccOCCNCCOCC6)))))))))cn6))))))c6)))))))n6))))))cn5,O=cccc-ccnnCCO)))c5)))))nn6Cccccc-cnccO)cn6))))))c6.OCCNCCOCC6,O=c2ccc(-c1cnn(CCO)c1)nn2Cc5cccc(-c4ncc(OCCN3CCOCC3)cn4)c5,CC(=O)OCCn5cc(-c4ccc(=O)n(Cc3cccc(-c2ncc(OCCN1CCOCC1)cn2)c3)n4)cn5,O=c2ccc(-c1cnn(CCO)c1)nn2Cc4cccc(-c3ncc(O)cn3)c4.OCCN5CCOCC5,0.7196969696969697
80,COC=O)cccCF)F)F))ccc6Scccccc6,CO.O=CO)cccCF)F)F))ccc6Scccccc6,COC=O)cccCF)F)F))ccc6F.Scccccc6,COC(=O)c1cc(C(F)(F)F)ccc1Sc2ccccc2,CO.O=C(O)c1cc(C(F)(F)F)ccc1Sc2ccccc2,COC(=O)c1cc(C(F)(F)F)ccc1F.Sc2ccccc2,0.5394736842105263
81,CC[C@H]C)[C@H]NC=O)OC))))C=O)N[C@@H]Ccccccc6)))))))[C@@H]O)CNCcccc-cnccs5)))))cc6)))))))NC=O)[C@@H]NC=O)OC))))CC)C,CC[C@H]C)[C@H]NC=O)OC))))C=O)N[C@@H]Ccccccc6)))))))[C@@H]O)CNN)Ccccc-cnccs5)))))cc6.COC=O)N[C@H]C=O)O))CC)C,CC[C@H]C)[C@H]NC=O)OC))))C=O)O.COC=O)N[C@H]C=O)N[C@@H]Ccccccc6)))))))[C@@H]O)CN)Ccccc-cnccs5)))))cc6))))))))))))CC)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc3ccc(-c2nccs2)cc3)NC(=O)[C@@H](NC(=O)OC)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(N)Cc3ccc(-c2nccs2)cc3.COC(=O)N[C@H](C(=O)O)C(C)C,CC[C@H](C)[C@H](NC(=O)OC)C(=O)O.COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(N)Cc3ccc(-c2nccs2)cc3)C(C)C,0.8187919463087249
82,COC=O)ccccNC=O)cccccc6)NS=O)=O)cccCl)ccc6OC)))))))))CCO6)))))))))))nc6,COC=O)ccccNC=O)cccccc6)NCCO6)))))))))))nc6.COccccCl)cc6S=O)=O)Cl,COC=O)ccccN)nc6.COccccCl)cc6S=O)=O)NCCOccccC=O)O))cc6%10,COC(=O)c4ccc(NC(=O)c1ccc3c(c1)N(S(=O)(=O)c2cc(Cl)ccc2OC)CCO3)nc4,COC(=O)c3ccc(NC(=O)c1ccc2c(c1)NCCO2)nc3.COc4ccc(Cl)cc4S(=O)(=O)Cl,COC(=O)c1ccc(N)nc1.COc2ccc(Cl)cc2S(=O)(=O)N4CCOc3ccc(C(=O)O)cc34,0.6048387096774194
83,O=CO)/C=C/ccccCNCCCCCCCC6)C8)))C6))))))))cc6,COC=O)/C=C/ccccCNCCCCCCCC6)C8)))C6))))))))cc6,CCC)C)OC=O)/C=C/ccccCNCCCCCCCC6)C8)))C6))))))))cc6,O=C(O)/C=C/c4ccc(CNC23CC1CC(CC(C1)C2)C3)cc4,COC(=O)/C=C/c4ccc(CNC23CC1CC(CC(C1)C2)C3)cc4,CC(C)(C)OC(=O)/C=C/c4ccc(CNC23CC1CC(CC(C1)C2)C3)cc4,0.8148148148148148
84,Cccn-cccccN)nccBr)c6c%10))))))))))cc5C=O)CCC)C)C6,Ccc[nH]cc5C=O)CCC)C)C6.NcnccBr)cccF)ccc%106,Ccc[nH]cc5C=O)CCC)C)C6.NcnccBr)cccF)ccc%106,Cc3cn(-c2ccc1c(N)ncc(Br)c1c2)c4c3C(=O)CC(C)(C)C4,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc3ncc(Br)c4cc(F)ccc34,Cc1c[nH]c2c1C(=O)CC(C)(C)C2.Nc3ncc(Br)c4cc(F)ccc34,1.0
85,CCC)C[C@H]N[C@H]CCNC=O)cccccccc6cc%10C%13=O))))))))))))))))C=O)O))))C=O)NCCNCCOCC6,CCC)CCNCCCNC=O)cccccccc6cc%10C%13=O))))))))))))))))C=O)OCC)C)C))))))C=O)NCCNCCOCC6,COC=O)[C@H]CCC)C)))N[C@H]CCNC=O)cccccccc6cc%10C%13=O))))))))))))))))C=O)NCCNCCOCC6,CC(C)C[C@H](N[C@H](CCN3C(=O)c2cc1ccccc1cc2C3=O)C(=O)O)C(=O)NCCN4CCOCC4,CC(C)CC(NC(CCN3C(=O)c2cc1ccccc1cc2C3=O)C(=O)OC(C)(C)C)C(=O)NCCN4CCOCC4,COC(=O)[C@H](CC(C)C)N[C@H](CCN3C(=O)c2cc1ccccc1cc2C3=O)C(=O)NCCN4CCOCC4,0.8455284552845529
86,Ccccoc5C=O)NcccccC=O)cccccc6)NC=O)C5=CNccccCCNCCCC5)))))))cc6)))))))))))))))))c6,Ccccoc5C=O)NcccccC=O)cccccc6)NC=O)C5=CO)))))))))))c6.NccccCCNCCCC5)))))))cc6,CCCNC5.Ccccoc5C=O)NcccccC=O)cccccc6)NC=O)C5=CO)))))))))))c6,Cc1ccoc1C(=O)Nc6cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CNc5ccc(CCN4CCCC4)cc5)c6,Cc1ccoc1C(=O)Nc4cccc(C(=O)c2ccc3c(c2)NC(=O)C3=CO)c4.Nc6ccc(CCN5CCCC5)cc6,C1CCNC1.Cc2ccoc2C(=O)Nc5cccc(C(=O)c3ccc4c(c3)NC(=O)C4=CO)c5,0.6666666666666666
87,C=CCN))C=O)Nccccc-cncnc[nH]ccC=O)OCC))))c95)))))))))c6,C=CCNC=O)OCC)C)C))))))C=O)Nccccc-cncnc[nH]ccC=O)OCC))))c95)))))))))c6,C=CCNC=O)OCC)C)C))))))C=O)Nccccc-cncnc[nH]ccC=O)OCC))))c95)))))))))c6,C=C(CN)C(=O)Nc3cccc(-c1ncnc2[nH]cc(C(=O)OCC)c12)c3,C=C(CNC(=O)OC(C)(C)C)C(=O)Nc3cccc(-c1ncnc2[nH]cc(C(=O)OCC)c12)c3,C=C(CNC(=O)OC(C)(C)C)C(=O)Nc3cccc(-c1ncnc2[nH]cc(C(=O)OCC)c12)c3,1.0
88,C=CCccF)cF)cCOC=O)[C@@H][C@@H]C=CC)C#N))))C3C)C)))))))cF)c6F,C=CCccF)cF)cCO))cF)c6F.CCC#N))=C[C@@H][C@@H]C=O)O))C3C)C,C=CCccF)cF)cCO))cF)c6F.CCC#N))=C[C@@H][C@@H]C=O)O))C3C)C,C=CCc2c(F)c(F)c(COC(=O)[C@@H]1[C@@H](C=C(C)C#N)C1(C)C)c(F)c2F,C=CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@@H]2[C@@H](C(=O)O)C2(C)C,C=CCc1c(F)c(F)c(CO)c(F)c1F.CC(C#N)=C[C@@H]2[C@@H](C(=O)O)C2(C)C,1.0
89,CCCCNCCCC))))Ccnc-cncnc5[C@@H]CCN4C=O)cccccc6-%13))))))))))))))))no5,CCCCNCCCC.O=Ccccccc6-ncnc-cnocCCl))n5)))))c5[C@@H]CCN%164,CCCCNCCCC.O=Ccccccc6-ncnc-cnocCCl))n5)))))c5[C@@H]CCN%164,CCCCN(CCCC)Cc5nc(-c1ncn4c1[C@@H]2CCN2C(=O)c3ccccc3-4)no5,CCCCNCCCC.O=C4c1ccccc1-n3cnc(-c2noc(CCl)n2)c3[C@@H]5CCN45,CCCCNCCCC.O=C4c1ccccc1-n3cnc(-c2noc(CCl)n2)c3[C@@H]5CCN45,1.0
90,CS=O)=O)O[C@@H]C[C@@H]ccscN)n5)))))NC=O)OCcccc[N+]=O)[O-]))cc6)))))))))C5,CS=O)=O)O[C@@H]C[C@@H]C=O)CBr)))NC=O)OCcccc[N+]=O)[O-]))cc6)))))))))C5.NCN)=S,CS=O)=O)Cl.Ncnc[C@@H]C[C@@H]O)CN5C=O)OCcccc[N+]=O)[O-]))cc6))))))))))))))cs5,CS(=O)(=O)O[C@@H]3C[C@@H](c1csc(N)n1)N(C(=O)OCc2ccc([N+](=O)[O-])cc2)C3,CS(=O)(=O)O[C@@H]2C[C@@H](C(=O)CBr)N(C(=O)OCc1ccc([N+](=O)[O-])cc1)C2.NC(N)=S,CS(=O)(=O)Cl.Nc3nc([C@@H]1C[C@@H](O)CN1C(=O)OCc2ccc([N+](=O)[O-])cc2)cs3,0.5046728971962616
91,CcccNcncncccccOCCN))))c%106)))))))))))ccc6O,CcccNcncncccccF)c%106)))))))))))ccc6O.NCCO,CcccNcncncccccOCCNC=O)OCC)C)C))))))))c%106)))))))))))ccc6O,Cc3cc(Nc1ncnc2cccc(OCCN)c12)ccc3O,Cc3cc(Nc1ncnc2cccc(F)c12)ccc3O.NCCO,Cc3cc(Nc1ncnc2cccc(OCCNC(=O)OC(C)(C)C)c12)ccc3O,0.5625
92,CcccCCNC=O)NCCCNCcccccc6NC%10=O)))))))))))CC6))))))))cnccn5Ccccccc6))))))))))))))cccn[nH]c95,BrCcccccc6.CcccCCNC=O)NCCCNCcccccc6NC%10=O)))))))))))CC6))))))))cncc[nH]5)))))))cccn[nH]c95,CcccCCNC=O)NCCCNCcccccc6NC%10=O)))))))))))CC6))))))))cnccn5Ccccccc6))))))))))))))cccnnCCCCCO6))))))c95,Cc6cc(CC(NC(=O)N3CCC(N2Cc1ccccc1NC2=O)CC3)c4nccn4Cc5ccccc5)cc7cn[nH]c67,BrCc1ccccc1.Cc6cc(CC(NC(=O)N4CCC(N3Cc2ccccc2NC3=O)CC4)c5ncc[nH]5)cc7cn[nH]c67,Cc7cc(CC(NC(=O)N3CCC(N2Cc1ccccc1NC2=O)CC3)c4nccn4Cc5ccccc5)cc8cnn(C6CCCCO6)c78,0.6162790697674418
93,CC=O)O[C@@H]O[C@H]C)[C@@H]OCC)=O)))[C@H]5OCC)=O,CC=O)O[C@@H]O[C@H]CCl))[C@@H]OCC)=O)))[C@H]5OCC)=O,CC=O)O[C@@H]O[C@H]C)[C@@H]O)[C@H]5OCC)=O.CC=O)Cl,CC(=O)O[C@@H]1O[C@H](C)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)O[C@@H]1O[C@H](CCl)[C@@H](OC(C)=O)[C@H]1OC(C)=O,CC(=O)O[C@@H]1O[C@H](C)[C@@H](O)[C@H]1OC(C)=O.CC(=O)Cl,0.5645161290322581
94,O=CN[C@@H]CccccCl)cCl)c6)))))))C=O)Ncccccc6))))))))))ccccCl)cc6NS=O)=O)cccccnsnc95,Ncccccc6.O=CN[C@@H]CccccCl)cCl)c6)))))))C=O)O))))ccccCl)cc6NS=O)=O)cccccnsnc95,N[C@@H]CccccCl)cCl)c6)))))))C=O)Ncccccc6.O=CO)ccccCl)cc6NS=O)=O)cccccnsnc95,O=C(N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)Nc2ccccc2)c3ccc(Cl)cc3NS(=O)(=O)c4cccc5nsnc45,Nc1ccccc1.O=C(N[C@@H](Cc2ccc(Cl)c(Cl)c2)C(=O)O)c3ccc(Cl)cc3NS(=O)(=O)c4cccc5nsnc45,N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)Nc2ccccc2.O=C(O)c3ccc(Cl)cc3NS(=O)(=O)c4cccc5nsnc45,0.7777777777777778
